handle,citation,dsoid,abstract_views,downloads,scraping_date
10986/14182,"Xubei Luo. 2004. The Role of Infrastructure            Investment Location in China's Western Development. Policy, Research working paper series;no.            WPS 3345; Policy Research Working Paper;No.3345. World Bank, Washington, D.C.. © World Bank. https://openknowledge.worldbank.org/handle/10986/14182 License: CC BY 3.0 IGO.”",16272,657.0,292.0,11/16/2021 17:47:35
10986/15618,"Chaudhuri, Sumanta; Mattoo, Aaditya; Self, Richard. 2004. Moving People to Deliver Services : How Can the WTO Help?. Policy Research Working Paper;No. 3238. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/15618 License: CC BY 3.0 IGO.”",16137,436.0,284.0,11/16/2021 17:47:35
10986/19579,"Campos-Mendez, Javier; Estache, Antonio; Trujillo, Lourdes. 2001. Processes, Information, and Accounting Gaps in the Regulation of Argentina's Private Railways. Policy Research Working Paper;No. 2636. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/19579 License: CC BY 3.0 IGO.”",20489,414.0,278.0,11/16/2021 17:47:37
10986/22162,"Tiwari, Sailesh; Lara Ibarra, Gabriel; Narayan, Ambar. 2015. How Unfair is the Inequality of Wage Earnings in Russia? : Estimates from Panel Data. Policy Research Working Paper;No. 7291. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/22162 License: CC BY 3.0 IGO.”",27333,512.0,235.0,11/16/2021 17:47:38
10986/24656,"Onder, Harun; Pestieau, Pierre. 2016. Inherited Wealth and Demographic Aging. Policy Research Working Paper;No. 7739. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/24656 License: CC BY 3.0 IGO.”",34641,497.0,230.0,11/16/2021 17:47:39
10986/31987,"Pfeiffer, Basile; Rabe, Claus; Selod, Harris; Viguie, Vincent. 2019. Assessing Urban Policies Using a Simulation Model with Formal and Informal Housing : Application to Cape Town, South Africa. Policy Research Working Paper;No. 8921. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/31987 License: CC BY 3.0 IGO.”",59701,394.0,259.0,11/16/2021 17:47:40
10986/32213,"Herrera, Santiago; Munoz, Ercio. 2019. What Determines the Size of Public Employment? An Empirical Investigation. Policy Research Working Paper;No. 8961. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/32213 License: CC BY 3.0 IGO.”",60447,538.0,235.0,11/16/2021 17:47:42
10986/32665,"Jackson, Randall W; Hewings, Geoffrey J. D.; Rey, Serge; Lozano Gracia, Nancy. 2019. Regional Development Overview : Challenges, Adopted Strategies, and New Initiatives. Policy Research Working Paper;No. 9056. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/32665 License: CC BY 3.0 IGO.”",61873,392.0,228.0,11/16/2021 17:47:43
10986/34477,"Martin, Will. 2020. Making Gravity Great Again. Policy Research Working Paper;No. 9391. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/34477 License: CC BY 3.0 IGO.”",67742,440.0,236.0,11/16/2021 17:47:44
10986/35253,"Braley, Alia; Fraiberger, Samuel P.; Tas, Emcet O.. 2021. Using Twitter to Evaluate the Perception of Service Delivery in Data-Poor Environments. Policy Research Working Paper;No. 9575. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/35253 License: CC BY 3.0 IGO.”",70129,381.0,258.0,11/16/2021 17:47:45
10986/3659,"Almeida, Rita; Fernandes, Ana M.. 2011. Explaining Local Manufacturing Growth in Chile : The Advantages of Sectoral Diversity. Policy Research working paper ; no. WPS 5891. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/3659 License: CC BY 3.0 IGO.”",3531,506.0,333.0,11/16/2021 17:47:46
10986/4069,"López, Ramón. 2009. Natural Disasters and the Dynamics of Intangible Assets. Policy Research working paper ; no. WPS 4874. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/4069 License: CC BY 3.0 IGO.”",3941,436.0,280.0,11/16/2021 17:47:48
10986/6560,"Cardoso, Ana Rute; Verner, Dorte. 2008. Youth Risk-Taking Behavior in Brazil : Drug Use and Teenage Pregnancy. Policy Research Working Paper; No. 4548. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/6560 License: CC BY 3.0 IGO.”",6761,544.0,292.0,11/16/2021 17:47:49
10986/7472,"Sirtaine, Sophie; Skamnelos, Ilias. 2007. Credit Growth in Emerging Europe : A Cause for Stability Concerns?. Policy Research Working Paper; No. 4281. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/7472 License: CC BY 3.0 IGO.”",7162,546.0,366.0,11/16/2021 17:47:50
10986/7521,"Buckley, Robert M.; Mathema, Ashna S.. 2007. Is Accra a Superstar City?. Policy Research Working Paper; No. 4453. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/7521 License: CC BY 3.0 IGO.”",7332,523.0,339.0,11/16/2021 17:47:51
10986/9297,"De la Cruz, Javier; Stephanou, Constantinos. 2006. Financial System Structure in Colombia : A Proposal for a Reform Agenda. Policy Research Working Paper; No. 4006. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/9297 License: CC BY 3.0 IGO.”",8807,537.0,289.0,11/16/2021 17:47:53
10986/12064,"Guimbert, Stephane; Oostendorp, Remco. 2012. Weathering the Storm : Responses by Cambodian Firms to the Global Financial Crisis. Policy Research Working Paper; No. 6220. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/12064 License: CC BY 3.0 IGO.”",12187,468.0,274.0,11/16/2021 17:47:54
10986/14805,"Wagstaff, Adam; Nguyen, Nga Nguyet. 2002. Poverty and Survival Prospects of            Vietnamese Children under Doi Moi. Policy Research Working Paper;No.2832. World Bank, Washington, D.C.. © World Bank. https://openknowledge.worldbank.org/handle/10986/14805 License: CC BY 3.0 IGO.”",16081,477.0,295.0,11/16/2021 17:47:55
10986/15918,"Ghani, Ejaz; Kanbur, Ravi; O'Connell, Stephen D.. 2013. Urbanization and Agglomeration            Benefits : Gender Differentiated Impacts on Enterprise            Creation in India's Informal Sector. Policy Research Working Paper;No.6553. World Bank, Washington, D.C.. © World Bank. https://openknowledge.worldbank.org/handle/10986/15918 License: CC BY 3.0 IGO.”",16841,527.0,280.0,11/16/2021 17:47:56
10986/19339,"Impavido, Gregorio; Musalem, Alberto R.; Tressel, Thierry. 2001. Contractual Savings Institutions and Banks' Stability and Efficiency. Policy Research Working Paper;No. 2751. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/19339 License: CC BY 3.0 IGO.”",20359,740.0,294.0,11/16/2021 17:47:57
10986/26369,"Fattal Jaef, Roberto N.. 2017. Entry and Exit, Multi-Product Firms, and Allocative Distortions. Policy Research Working Paper;No. 8023. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/26369 License: CC BY 3.0 IGO.”",40854,445.0,230.0,11/16/2021 17:47:59
10986/28448,"Inchauste, Gabriela; Rubil, Ivica. 2017. The Distributional Impact of Taxes and Social Spending in Croatia. Policy Research Working Paper;No. 8203. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/28448 License: CC BY 3.0 IGO.”",45240,489.0,236.0,11/16/2021 17:48:00
10986/29284,"Ospino, Carlos. 2018. Broadband Internet, Labor Demand, and Total Factor Productivity in Colombia. Policy Research Working Paper;No. 8318. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/29284 License: CC BY 3.0 IGO.”",52700,450.0,248.0,11/16/2021 17:48:01
10986/29405,"Christian, Paul; Kondylis, Florence; Mueller, Valerie; Zwager, Astrid; Siegfried, Tobias. 2018. Water When It Counts : Reducing Scarcity through Irrigation Monitoring in Central Mozambique. Policy Research Working Paper;No. 8345. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/29405 License: CC BY 3.0 IGO.”",53132,509.0,254.0,11/16/2021 17:48:02
10986/32318,"Kassa, Woubet; Coulibaly, Souleymane. 2019. Revisiting the Trade Impact of the African Growth and Opportunity Act : A Synthetic Control Approach. Policy Research Working Paper;No. 8993. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/32318 License: CC BY 3.0 IGO.”",60889,498.0,228.0,11/16/2021 17:48:04
10986/34419,"Piza, Caio; Zwager, Astrid; Ruzzante, Matteo; Dantas, Rafael; Loureiro, Andre. 2020. Supporting Teacher Autonomy to Improve Education Outcomes : Experimental Evidence from Brazil. Policy Research Working Paper;No. 9371. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/34419 License: CC BY 3.0 IGO.”",67611,835.0,246.0,11/16/2021 17:48:05
10986/3480,"de Walque, Damien; Filmer, Deon. 2011. Trends and Socioeconomic Gradients in Adult Mortality around the Developing World. Policy Research working paper ; no. WPS 5716. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/3480 License: CC BY 3.0 IGO.”",3352,411.0,280.0,11/16/2021 17:48:07
10986/3687,"Hazans, Mihails. 2011. What Explains Prevalence of Informal Employment in European Countries : The Role of Labor Institutions, Governance, Immigrants, and Growth. Policy Research working paper ; no. WPS 5917. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/3687 License: CC BY 3.0 IGO.”",3559,461.0,443.0,11/16/2021 17:48:08
10986/8474,"Ayyagari, Meghana; Demirgüç-Kunt, Asli; Maksimovic, Vojislav. 2005. How Well Do Institutional Theories Explain Firms’ Perceptions of Property Rights?. Policy Research Working Paper; No. 3709. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/8474 License: CC BY 3.0 IGO.”",9242,438.0,300.0,11/16/2021 17:48:09
10986/8527,"Chomitz, Kenneth M.; da Mata, Daniel; de Carvalho, Alexandre Ywata; Magalhães, João Carlos. 2005. Spatial Dynamics of Labor Markets in Brazil. Policy Research Working Paper; No.3752. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/8527 License: CC BY 3.0 IGO.”",9189,432.0,437.0,11/16/2021 17:48:10
10986/8611,"Warlters, Michael; Auriol, Emmanuelle. 2005. The Marginal Cost of Public Funds in Africa. Policy Research Working Paper; No. 3679. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/8611 License: CC BY 3.0 IGO.”",9120,452.0,379.0,11/16/2021 17:48:12
10986/14066,"Porto, Guido G.. 2004. Informal Export Barriers and Poverty. Policy Research Working Paper;No.3354. World Bank, Washington, D.C.. © World Bank. https://openknowledge.worldbank.org/handle/10986/14066 License: CC BY 3.0 IGO.”",16237,404.0,261.0,11/16/2021 17:48:13
10986/14775,"Baroncelli, Eugenia; Fink, Carsten; Smarzynska Javorcik, Beata. 2004. The Global Distribution of            Trademarks: Some Stylized Facts. Policy Research Working Paper;No.3270. World Bank, Washington, D.C.. © World Bank. https://openknowledge.worldbank.org/handle/10986/14775 License: CC BY 3.0 IGO.”",16165,427.0,287.0,11/16/2021 17:48:15
10986/14815,"Koolwal, Gayatri; Ray, Ranjan. 2002. Estimating the Endogenously            Determined Intrahousehold Balance of Power and Its Impact on            Expenditure Pattern : Evidence from Nepal. Policy Research Working Paper;No.2814. World Bank, Washington, D.C.. © World Bank. https://openknowledge.worldbank.org/handle/10986/14815 License: CC BY 3.0 IGO.”",16065,454.0,281.0,11/16/2021 17:48:16
10986/15757,"Trivedi, Pravin K.. 2002. Patterns of Health Care Utilization in Vietnam : Analysis of 1997-98 Vietnam Living Standards Survey Data. Policy Research Working Paper;No. 2775. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/15757 License: CC BY 3.0 IGO.”",16023,421.0,312.0,11/16/2021 17:48:18
10986/21582,"Foster, Vivien; Gomez-Lobo, Andres; Halpern, Jonathan. 2000. Designing Direct Subsidies for Water and Sanitation Services : Panama—A Case Study. Policy Research Working Paper;No. 2344. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/21582 License: CC BY 3.0 IGO.”",25880,546.0,218.0,11/16/2021 17:48:20
10986/23717,"Carneiro, Francisco; Hnatkovska, Viktoria. 2016. Business Cycles in the Eastern Caribbean Economies : The Role of Fiscal Policy and Interest Rates. Policy Research Working Paper;No. 7545. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/23717 License: CC BY 3.0 IGO.”",31129,510.0,253.0,11/16/2021 17:48:21
10986/28359,"de Hoop, Jacobus; Friedman, Jed; Kandpal, Eeshani; Rosati, Furio. 2017. Child Schooling and Child Work in the Presence of a Partial Education Subsidy. Policy Research Working Paper;No. 8182. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/28359 License: CC BY 3.0 IGO.”",44743,528.0,280.0,11/16/2021 17:48:22
10986/29993,"Arezki, Rabah; van der Ploeg, Frederick; Toscani, Frederik. 2018. The Shifting Natural Wealth of Nations : The Role of Market Orientation. Policy Research Working Paper;No. 8520. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/29993 License: CC BY 3.0 IGO.”",54774,418.0,270.0,11/16/2021 17:48:23
10986/32486,"Fattal-Jaef, Roberto N.. 2019. Entry Barriers, Idiosyncratic Distortions, and the Firm-Size Distribution. Policy Research Working Paper;No. 9027. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/32486 License: CC BY 3.0 IGO.”",61403,471.0,244.0,11/16/2021 17:48:24
10986/32493,"Andrews, Kathryn; Avitabile, Ciro; Gatti, Roberta. 2019. Domestic Government Spending on Human Capital : A Cross-Country Analysis of Recent Trends. Policy Research Working Paper;No. 9033. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/32493 License: CC BY 3.0 IGO.”",61409,529.0,227.0,11/16/2021 17:48:25
10986/3371,"Cowan, Kevin; Raddatz, Claudio. 2011. Sudden Stops and Financial Frictions : Evidence from Industry Level Data. Policy Research working paper ; no. WPS 5605,Paper is funded by the Knowledge for Change            Program (KCP). World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/3371 License: CC BY 3.0 IGO.”",3243,444.0,270.0,11/16/2021 17:48:27
10986/34260,"Goldberg, Pinelopi Koujianou; Reed, Tristan. 2020. Income Distribution, International Integration and Sustained Poverty Reduction. Policy Research Working Paper;No. 9342. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/34260 License: CC BY 3.0 IGO.”",67090,478.0,228.0,11/16/2021 17:48:28
10986/35636,"Cueva, Ronald; Del Carpio, Ximena; Winkler, Hernan. 2021. The Impacts of COVID-19 on Informal Labor Markets : Evidence from Peru. Policy Research Working Paper;No. 9675. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/35636 License: CC BY 3.0 IGO.”",71592,432.0,293.0,11/16/2021 17:48:29
10986/3627,"Delpeuch, Claire; Leblois, Antoine. 2011. The Elusive Quest for Supply Response to Cash-crop Market Reformsin Sub-Saharan Africa : The Case of Cotton. Policy Research working paper ; no. WPS 5861. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/3627 License: CC BY 3.0 IGO.”",3499,497.0,300.0,11/16/2021 17:48:31
10986/3662,"Amin, Mohammad. 2011. Quality of Tax Administration : How Relevant Is Country Size?. Policy Research working paper ; no. WPS 5895. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/3662 License: CC BY 3.0 IGO.”",3534,507.0,330.0,11/16/2021 17:48:32
10986/4254,"Shalizi, Zmarak; Lecocq, Franck. 2009. Climate Change and the Economics of Targeted Mitigation in Sectorswith Long-Lived Capital Stock. Policy Research working paper ; no. WPS 5063. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/4254 License: CC BY 3.0 IGO.”",4126,472.0,424.0,11/16/2021 17:48:34
10986/7219,"Correa, Paulo; Dayoub, Mariam; Francisco, Manuela. 2007. Identifying Supply-Side Constraints to Export Performance in Ecuador : An Exercise with Investment Climate Survey Data. Policy Research Working Paper; No. 4179. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/7219 License: CC BY 3.0 IGO.”",7060,763.0,442.0,11/16/2021 17:48:35
